Incident_case_id,Date,Offense,Street_Number,Street_Address,Zip Codes,Precinent
PP21050300001244,5/3/2021,"AUTO, STOLEN",700 BLOCK,701 HARRY S TRUMAN DR SB,8340,
PP21050300000875,5/3/2021,THEFT,3900 BLOCK,3926 SUITLAND RD,15577,
PP21050300001211,5/3/2021,THEFT,8600 BLOCK,8610 CHERRY LN WB,15996,
PP21050300001785,5/3/2021,THEFT,13500 BLOCK,13502 ATTLEBORO CT,15999,
PP21050300000934,5/3/2021,THEFT,4900 BLOCK,4922 LA SALLE RD,8789,
PP21050300001703,5/3/2021,THEFT FROM AUTO,11700 BLOCK,11722 SOUTH LAUREL DR,15999,
PP21050300001925,5/3/2021,ASSAULT,6700 BLOCK,6731 NEW HAMPSHIRE AVE NB,2327,
PP21050300001003,5/3/2021,"AUTO, STOLEN",5100 BLOCK,5105 EDGEWOOD RD,15305,
PP21050300001362,5/3/2021,ACCIDENT WITH IMPOUND,,FORT WASHINGTON RD / EAST TANTALLON DR,15572,
PP21050300001476,5/3/2021,"AUTO, STOLEN",4500 BLOCK,4520 SAINT BARNABAS RD NB,15817,
PP21050300000486,5/3/2021,THEFT FROM AUTO,9400 BLOCK,9400 GRAND BLVD,8340,
PP21050300000663,5/3/2021,THEFT,15100 BLOCK,15101 SWEITZER LN NB,15996,
PP21050300000231,5/3/2021,ASSAULT,5600 BLOCK,5607 SARGENT RD NB,8789,
PP21050300000420,5/3/2021,"AUTO, STOLEN",2100 BLOCK,2109 MONTICELLO CT,15572,
PP21050300000652,5/3/2021,"B & E, COMMERCIAL",900 BLOCK,932 EAST SWAN CREEK RD,15572,
PP21050300001159,5/3/2021,ACCIDENT WITH IMPOUND,11100 BLOCK,11110 CROOM RD,17002,
PP21050300001279,5/3/2021,THEFT,12400 BLOCK,12401 BRICKYARD BLVD,15750,
PP21050300001436,5/3/2021,THEFT FROM AUTO,6500 BLOCK,6585 PENNSYLVANIA AVE EB,15814,
PP21050300001482,5/3/2021,"AUTO, STOLEN",4500 BLOCK,4520 SAINT BARNABAS RD NB,15817,
PP21050300001475,5/3/2021,THEFT,11000 BLOCK,11006 MARLBORO CROSSING CT,10069,
PP21050300002025,5/3/2021,"AUTO, STOLEN",5300 BLOCK,5320 MARLBORO PIKE WB,15814,
PP21050300001552,5/3/2021,THEFT FROM AUTO,9400 BLOCK,9400 GRAND BLVD,8340,
PP21050300000626,5/3/2021,"AUTO, STOLEN",1000 BLOCK,1010 CASLON WAY,31451,
PP21050300001114,5/3/2021,ACCIDENT WITH IMPOUND,8200 BLOCK,8251 RIDGEFIELD BLVD,31451,
PP21050400000780,5/4/2021,THEFT FROM AUTO,6800 BLOCK,6806 RIVERDALE RD WB,15302,
PP21050400001255,5/4/2021,THEFT,6700 BLOCK,6701 SIMMONS LN,15298,
PP21050400001402,5/4/2021,"AUTO, STOLEN",3200 BLOCK,3216 BRANCH AVE NB,15577,
PP21050400000604,5/4/2021,ACCIDENT WITH IMPOUND,,METZEROTT RD / UNIVERSITY BLVD EB,15305,
PP21050400000367,5/4/2021,"AUTO, STOLEN",700 BLOCK,707 CLOVIS AVE,15568,
PP21050400000521,5/4/2021,"B & E, RESIDENTIAL",4400 BLOCK,4400 RENA RD,15577,
PP21050400000159,5/4/2021,ACCIDENT WITH IMPOUND,,BRANCH AVE NB / IVERSON ST WB,15817,
PP21050400001875,5/4/2021,THEFT,1800 BLOCK,1831 RYDERWOOD CT,31451,
PP21050400000269,5/4/2021,THEFT FROM AUTO,4100 BLOCK,4188 SUITLAND RD,15577,
PP21050400001011,5/4/2021,THEFT,7900 BLOCK,7901 NEW HAMPSHIRE AVE NB,10889,
PP21050400000345,5/4/2021,ACCIDENT WITH IMPOUND,11500 BLOCK,11507 PISCATAWAY RD,15298,
PP21050400001718,5/4/2021,"B & E, RESIDENTIAL",22900 BLOCK,22910 AQUASCO RD,8836,
PP21050400001017,5/4/2021,THEFT FROM AUTO,1100 BLOCK,1114 GONDAR AVE,31451,
PP21050400002251,5/4/2021,"AUTO, STOLEN",3300 BLOCK,3308 BRANCH AVE NB,15577,
PP21050400001821,5/4/2021,ACCIDENT WITH IMPOUND,,RITCHIE MARLBORO RD / NORTH RIDING RD,17002,
PP21050400001058,5/4/2021,THEFT FROM AUTO,4200 BLOCK,4217 VINE ST,15568,
PP21050400001005,5/4/2021,THEFT FROM AUTO,5900 BLOCK,5927 FISHER RD,15817,
PP21050400001898,5/4/2021,THEFT,4700 BLOCK,4783 MARLBORO PIKE EB,15568,
PP21050400001802,5/4/2021,"ASSAULT, SHOOTING",6700 BLOCK,6701 WALKER MILL RD EB,15814,
PP21050400001136,5/4/2021,THEFT,5800 BLOCK,5815 RIGGS RD NB,8789,
PP21050400000910,5/4/2021,THEFT,4800 BLOCK,4804 KINGSFORD MANOR CT,17002,
PP21050400001496,5/4/2021,"AUTO, STOLEN & RECOVERED",3100 BLOCK,3110 SCOTTISH AVE,15577,
PP21050400001918,5/4/2021,"AUTO, STOLEN",1700 BLOCK,1772 VILLAGE GREEN DR,31451,
PP21050400000377,5/4/2021,"AUTO, STOLEN",,PENNY AVE / BROOKE JANE DR,15298,
PP21050400001797,5/4/2021,ACCIDENT WITH IMPOUND,,SOUTH OSBORNE RD / CARROLL WAY,17002,
PP21050400001725,5/4/2021,THEFT FROM AUTO,1700 BLOCK,1740 COUNTRYWOOD CT,31451,
PP21050400000108,5/4/2021,THEFT FROM AUTO,6800 BLOCK,6809 ASSET DR,31451,
PP21050400000528,5/4/2021,ACCIDENT WITH IMPOUND,,POWDER MILL RD / FLORAL DR,10889,
PP21050400000380,5/4/2021,ACCIDENT WITH IMPOUND,,ALLENTOWN RD / WEBSTER LN,15572,
PP21050400001599,5/4/2021,"AUTO, STOLEN",6000 BLOCK,6019 66TH AVE,15302,
PP21050400001467,5/4/2021,THEFT FROM AUTO,5000 BLOCK,5002 LEE JAY CT,15568,
PP21050400000387,5/4/2021,THEFT FROM AUTO,4300 BLOCK,4306 YATES RD,15750,
PP21050400000021,5/4/2021,"ROBBERY, VEHICLE",1900 BLOCK,1988 ADDISON RD S,15814,
PP21050400001571,5/4/2021,"AUTO, STOLEN",7200 BLOCK,7233 LANDOVER RD EB,31451,
PP21050400001656,5/4/2021,THEFT FROM AUTO,4100 BLOCK,4186 SUITLAND RD,15577,
PP21050400001662,5/4/2021,ACCIDENT WITH IMPOUND,4800 BLOCK,4835 SILVER HILL RD NB,15577,
PP21050400000371,5/4/2021,THEFT FROM AUTO,7000 BLOCK,7001 MUIRKIRK MEADOWS DR,15750,
PP21050400000467,5/4/2021,"B & E, COMMERCIAL",2300 BLOCK,2301 UNIVERSITY BLVD EB,10889,
PP21050400001149,5/4/2021,ASSAULT,12500 BLOCK,12525 LAUREL BOWIE RD NB,15999,
PP21050400000880,5/4/2021,SEX OFFENSE,4600 BLOCK,4620 HEATH ST,15568,
PP21050400000592,5/4/2021,THEFT FROM AUTO,1800 BLOCK,1804 UNIVERSITY BLVD WB,10889,
PP21050400000125,5/4/2021,THEFT FROM AUTO,1400 BLOCK,1416 RUATAN ST,10889,
PP21050400000233,5/4/2021,ASSAULT,6800 BLOCK,6809 NEW HAMPSHIRE AVE NB,2327,
PP21050400001175,5/4/2021,THEFT FROM AUTO,4000 BLOCK,4001 SUITLAND RD,15577,
PP21050400002080,5/4/2021,ASSAULT,1400 BLOCK,1425 UNIVERSITY BLVD EB,10889,
PP21050400000239,5/4/2021,"AUTO, STOLEN",700 BLOCK,726 SOMERSET PL,10889,
PP21050500002157,5/5/2021,SEX OFFENSE,1800 BLOCK,1832 METZEROTT RD,10889,
PP21050500001830,5/5/2021,ACCIDENT WITH IMPOUND,,75TH AVE / KENT TOWN PL,31451,
PP21050500000905,5/5/2021,"ROBBERY, OTHER",2200 BLOCK,2204 LEWISDALE DR,10889,
PP21050500001315,5/5/2021,ACCIDENT WITH IMPOUND,,LIVINGSTON RD / LIVINGSTON TER,15574,
PP21050500001108,5/5/2021,ACCIDENT WITH IMPOUND,,DANGERFIELD RD / SONAR RD,15298,
PP21050500000204,5/5/2021,ACCIDENT WITH IMPOUND,7400 BLOCK,7434 RIGGS RD SB,10889,
PP21050500001177,5/5/2021,"AUTO, STOLEN",600 BLOCK,621 MAURY AVE,15574,
PP21050500001464,5/5/2021,ASSAULT,50 BLOCK,5 CINDY LN,15568,
PP21050500000007,5/5/2021,ASSAULT,1300 BLOCK,1352 UNIVERSITY BLVD WB,2327,
PP21050500000355,5/5/2021,ACCIDENT WITH IMPOUND,,INDIAN HEAD HWY SB / EAST SWAN CREEK RD,15572,
PP21050500000175,5/5/2021,"AUTO, STOLEN",4100 BLOCK,4119 SOUTHERN AVE,15568,
PP21050500002057,5/5/2021,"AUTO, STOLEN",5100 BLOCK,5134 DEAL DR,15574,
PP21050500002260,5/5/2021,"AUTO, STOLEN & RECOVERED",5400 BLOCK,5426 SILVER HILL RD SB,15814,
PP21050500001444,5/5/2021,ACCIDENT WITH IMPOUND,2000 BLOCK,2002 OWENS RD,15574,
PP21050500000553,5/5/2021,"AUTO, STOLEN",600 BLOCK,600 SKY BRIDGE DR,8340,
PP21050500002200,5/5/2021,THEFT FROM AUTO,2000 BLOCK,2031 BROOKS DR SB,15577,
PP21050500000860,5/5/2021,"ROBBERY, OTHER",6000 BLOCK,6021 20TH AVE,8789,
PP21050500000849,5/5/2021,"ROBBERY, COMMERCIAL",6300 BLOCK,6300 ANNAPOLIS RD WB,10891,
PP21050500002240,5/5/2021,THEFT FROM AUTO,5900 BLOCK,5900 GLEN ROCK AVE,15572,
PP21050500001338,5/5/2021,"AUTO, STOLEN",6000 BLOCK,6006 PRINCESS GARDEN PKWY,15994,
PP21050500002311,5/5/2021,THEFT,7000 BLOCK,7074 ALLENTOWN RD,15817,
PP21050500001553,5/5/2021,ACCIDENT WITH IMPOUND,,FAIRHAVEN AVE / CRAIN HWY SE,17002,
PP21050500001854,5/5/2021,ACCIDENT WITH IMPOUND,,INDIAN HEAD HWY NB / SOUTHERN AVE,26015,
PP21050500001320,5/5/2021,THEFT FROM AUTO,6300 BLOCK,6333 MARLBORO PIKE EB,15814,
PP21050500001294,5/5/2021,THEFT FROM AUTO,12100 BLOCK,12120 CONWAY RD,15750,
PP21050500001874,5/5/2021,"B & E, OTHER",2100 BLOCK,2121 BROOKS DR SB,15814,
PP21050500001445,5/5/2021,ACCIDENT WITH IMPOUND,500 BLOCK,516 HILL RD,15568,
PP21050500000387,5/5/2021,"AUTO, STOLEN",11200 BLOCK,11266 EVANS TRL,15750,
PP21050500002308,5/5/2021,ASSAULT,3500 BLOCK,3523 MAYWOOD LN,15577,
PP21050500000999,5/5/2021,THEFT FROM AUTO,4700 BLOCK,4795 MARLBORO PIKE EB,15568,
PP21050500000105,5/5/2021,ACCIDENT WITH IMPOUND,,SOUTH OSBORNE RD / MARYVALE RD,17002,
PP21050500001165,5/5/2021,ACCIDENT WITH IMPOUND,13100 BLOCK,13112 TANEY DR,15750,
PP21050500000074,5/5/2021,ACCIDENT WITH IMPOUND,,INDIAN HEAD HWY SB / PINE DR,8834,
PP21050500002263,5/5/2021,ACCIDENT WITH IMPOUND,,SILVER HILL RD NB / PENNSYLVANIA AVE EB,15814,
PP21050500000349,5/5/2021,"AUTO, STOLEN",1900 BLOCK,1916 COLEBROOKE DR,15817,
PP21050500002379,5/5/2021,ACCIDENT WITH IMPOUND,2600 BLOCK,2604 RITCHIE RD,15814,
PP21050500000307,5/5/2021,THEFT,7300 BLOCK,7300 BALTIMORE AVE SB,15305,
PP21050500000529,5/5/2021,THEFT FROM AUTO,9300 BLOCK,9352 CHERRY HILL RD,15305,
PP21050500001388,5/5/2021,ACCIDENT WITH IMPOUND,,METZEROTT RD / RIGGS RD,10889,
PP21050500001030,5/5/2021,THEFT FROM AUTO,11200 BLOCK,11216 EVANS TRL,15750,
PP21050500000681,5/5/2021,ACCIDENT WITH IMPOUND,1300 BLOCK,1322 FARMINGDALE AVE,15568,
PP21050500001512,5/5/2021,THEFT,12100 BLOCK,12118 OLD GUNPOWDER RD,15750,
PP21050500000592,5/5/2021,THEFT FROM AUTO,9800 BLOCK,9889 GOOD LUCK RD EB,15994,
PP21050500002316,5/5/2021,ACCIDENT WITH IMPOUND,,WESTPHALIA RD / POPLAR RD,8340,
PP21050500000969,5/5/2021,"AUTO, STOLEN",5100 BLOCK,5112 ROANOKE PL,15305,
PP21050500001329,5/5/2021,THEFT,5000 BLOCK,5007 LEE JAY DR,15814,
PP21050500000810,5/5/2021,"AUTO, STOLEN",2700 BLOCK,2736 LORRING DR,15814,
PP21050500001210,5/5/2021,ACCIDENT WITH IMPOUND,,MARTIN LUTHER KING JUNIOR HWY EB / ARDWICK ARDMORE RD,15994,
PP21050500000398,5/5/2021,ACCIDENT WITH IMPOUND,,BEECHNUT RD / WALKER MILL RD,15814,
PP21050500000820,5/5/2021,THEFT FROM AUTO,5700 BLOCK,5758 SILVER HILL RD SB,15814,
PP21050500001521,5/5/2021,ACCIDENT WITH IMPOUND,,AUDREY LN / INDIAN HEAD HWY NB,15574,
PP21050500000516,5/5/2021,"AUTO, STOLEN",1000 BLOCK,1003 LARCHMONT AVE,15568,
PP21050600000268,5/6/2021,ASSAULT,6100 BLOCK,6106 OXON HILL RD NB,15574,
PP21050600001332,5/6/2021,ACCIDENT WITH IMPOUND,,VETERANS PKWY NB / EB JOHN HANSON HWY ONRP NB VETERANS PKY,10891,
PP21050600001709,5/6/2021,THEFT FROM AUTO,,DEAN DR / NORTHWEST DR,8789,
PP21050600000171,5/6/2021,THEFT FROM AUTO,4100 BLOCK,4122 SUITLAND RD,15577,
PP21050600001132,5/6/2021,THEFT FROM AUTO,12400 BLOCK,12401 BRICKYARD BLVD,15750,
PP21050600000621,5/6/2021,THEFT,6800 BLOCK,6818 RIVERDALE RD WB,15302,
PP21050600000324,5/6/2021,"AUTO, STOLEN",2000 BLOCK,2002 FORDHAM ST,10889,
PP21050600000298,5/6/2021,"AUTO, STOLEN",4200 BLOCK,4229 SOUTHERN AVE,15568,
PP21050600000322,5/6/2021,THEFT FROM AUTO,5900 BLOCK,5903 LONGFELLOW ST,15302,
PP21050600000630,5/6/2021,"AUTO, STOLEN",2400 BLOCK,2400 BRIGHTSEAT RD,31451,
PP21050600001674,5/6/2021,THEFT,9900 BLOCK,9915 RHODE ISLAND AVE,15305,
PP21050600001746,5/6/2021,ACCIDENT WITH IMPOUND,4700 BLOCK,4783 ALLENTOWN RD SB,15577,
PP21050600000883,5/6/2021,"AUTO, STOLEN",30 BLOCK,36 WATKINS PARK DR NB,8340,
PP21050600000725,5/6/2021,THEFT FROM AUTO,8700 BLOCK,8704 CHERRY LN WB,15996,
PP21050600001409,5/6/2021,ACCIDENT WITH IMPOUND,,GARDNER RD / ACCOKEEK RD,9221,
PP21050600000805,5/6/2021,"AUTO, STOLEN",5700 BLOCK,5744 VIRGINIA LN,15574,
PP21050600001670,5/6/2021,THEFT,9100 BLOCK,9101 ALAKING CT,15568,
PP21050600000995,5/6/2021,THEFT FROM AUTO,8600 BLOCK,8673 GREENBELT RD EB,15994,
PP21050600001081,5/6/2021,ACCIDENT WITH IMPOUND,,BRANDYWINE RD / MATTAWOMAN DR NB,9221,
PP21050600000022,5/6/2021,ACCIDENT WITH IMPOUND,15400 BLOCK,15418 BEECH TREE PKWY,8340,
PP21050600001280,5/6/2021,THEFT FROM AUTO,7600 BLOCK,7600 CRAIN HWY SE,17002,
PP21050600001551,5/6/2021,THEFT FROM AUTO,1800 BLOCK,1801 KEOKEE ST,10889,
PP21050600001397,5/6/2021,THEFT FROM AUTO,3400 BLOCK,3416 CURTIS DR,15577,
PP21050600000766,5/6/2021,THEFT,16600 BLOCK,16622 TORTOLA DR,8834,
PP21050600000930,5/6/2021,"ASSAULT, WEAPON",4100 BLOCK,4159 SOUTHERN AVE,15568,
PP21050600001035,5/6/2021,"B & E, OTHER",2100 BLOCK,2121 BROOKS DR SB,15814,
PP21050600000156,5/6/2021,"AUTO, STOLEN & RECOVERED",1300 BLOCK,1306 IVERSON ST,15574,
PP21050600000377,5/6/2021,"AUTO, STOLEN",4400 BLOCK,4423 23RD PKWY SB,15817,
PP21050600000137,5/6/2021,"ASSAULT, SHOOTING",10600 BLOCK,10601 BALTIMORE AVE NB,15750,
PP21050600000865,5/6/2021,"AUTO, STOLEN",3200 BLOCK,3216 BRANCH AVE NB,15577,
PP21050600000024,5/6/2021,ACCIDENT WITH IMPOUND,,BROOKS DR / SILVER HILL RD NB,15577,
PP21050600000941,5/6/2021,THEFT FROM AUTO,9600 BLOCK,9680 MARLBORO PIKE,17002,
PP21050600001135,5/6/2021,"ROBBERY, OTHER",3800 BLOCK,3808 DENT ST,15568,
PP21050600001720,5/6/2021,THEFT,4500 BLOCK,4508 SAINT BARNABAS RD NB,15817,
PP21050600002390,5/6/2021,"AUTO, STOLEN",,SILVER HILL RD NB / NAVY DAY DR,15577,
PP21050600000540,5/6/2021,"AUTO, STOLEN",6700 BLOCK,6735 NEW HAMPSHIRE AVE NB,2327,
PP21050600001467,5/6/2021,THEFT FROM AUTO,3100 BLOCK,3104 BRANCH AVE NB,15577,
PP21050600001891,5/6/2021,ASSAULT,5200 BLOCK,5286 MARLBORO PIKE WB,15814,
PP21050600000212,5/6/2021,"ROBBERY, COMMERCIAL",1000 BLOCK,1020 LARGO CENTER DR,8340,
PP21050600000998,5/6/2021,ACCIDENT WITH IMPOUND,,LAUREL BOWIE RD NB / BRIARCROFT LN,15999,
PP21050600000347,5/6/2021,THEFT FROM AUTO,6200 BLOCK,6212 SUMMERSWEET DR,15298,
PP21050600000227,5/6/2021,ASSAULT,14200 BLOCK,14220 DUCKETT RD,9221,
PP21050600000388,5/6/2021,THEFT FROM AUTO,300 BLOCK,304 MAJOR KING LN,15572,
PP21050600000390,5/6/2021,THEFT FROM AUTO,5100 BLOCK,5116 EDMONSTON RD,8347,
PP21050600000040,5/6/2021,"AUTO, STOLEN",1200 BLOCK,1235 SOUTHVIEW DR,15574,
PP21050600002196,5/6/2021,"AUTO, STOLEN & RECOVERED",5800 BLOCK,5837 FISHER RD,15817,
PP21050600000323,5/6/2021,THEFT FROM AUTO,9400 BLOCK,9406 GUMTREE PARK ST,15568,
PP21050600000616,5/6/2021,THEFT,9700 BLOCK,9721 LANHAM SEVERN RD,15994,
PP21050600001493,5/6/2021,THEFT,9100 BLOCK,9139 RIGGS RD,10889,
PP21050700000613,5/7/2021,THEFT FROM AUTO,400 BLOCK,429 TAYSIDE WAY,31451,
PP21050700001023,5/7/2021,THEFT,3400 BLOCK,3401 DONNELL DR SB,15814,
PP21050700001024,5/7/2021,THEFT FROM AUTO,4900 BLOCK,4990 BEECH PL,15817,
PP21050700001698,5/7/2021,ACCIDENT WITH IMPOUND,,CIPRIANO RD / GOOD LUCK RD,15994,
PP21050700000791,5/7/2021,THEFT FROM AUTO,5800 BLOCK,5815 EASTERN AVE,8789,
PP21050700000318,5/7/2021,"AUTO, STOLEN",5400 BLOCK,5440 LIVINGSTON TER,15574,
PP21050700001179,5/7/2021,THEFT FROM AUTO,6700 BLOCK,6706 LONGRIDGE DR,15994,
PP21050700002124,5/7/2021,"AUTO, STOLEN",6600 BLOCK,6608 MERRITT ST,15814,
PP21050700001591,5/7/2021,THEFT FROM AUTO,6700 BLOCK,6733 NEW HAMPSHIRE AVE NB,2327,
PP21050700000828,5/7/2021,THEFT FROM AUTO,6300 BLOCK,6307 HALSTED AVE,15568,
PP21050700001224,5/7/2021,"AUTO, STOLEN",6600 BLOCK,6610 MARLBORO PIKE WB,15814,
PP21050700000900,5/7/2021,SEX OFFENSE,6100 BLOCK,6170 OXON HILL RD NB,15574,
PP21050700000519,5/7/2021,HOMICIDE,9900 BLOCK,9929 GREENBELT RD EB,15994,
PP21050700001628,5/7/2021,THEFT,7700 BLOCK,7701 OLD BRANCH AVE,15298,
PP21050700000520,5/7/2021,"AUTO, STOLEN",2800 BLOCK,2805 FOREST RUN DR,15814,
PP21050700001073,5/7/2021,THEFT FROM AUTO,7300 BLOCK,7341 LANDOVER RD EB,31451,
PP21050700000886,5/7/2021,ACCIDENT WITH IMPOUND,,CHERRY HILL RD / PARK DR,15305,
PP21050700000765,5/7/2021,THEFT FROM AUTO,100 BLOCK,136 COLLEGE STATION DR,8340,
PP21050700001505,5/7/2021,"B & E, RESIDENTIAL",6500 BLOCK,6527 HIL MAR DR,15814,
PP21050700000452,5/7/2021,"AUTO, STOLEN",11400 BLOCK,11437 CHERRY HILL RD NB,15750,
PP21050700001502,5/7/2021,"B & E, RESIDENTIAL",6400 BLOCK,6441 HIL MAR DR,15814,
PP21050700001745,5/7/2021,THEFT FROM AUTO,6800 BLOCK,6809 NEW HAMPSHIRE AVE NB,2327,
PP21050700001408,5/7/2021,THEFT FROM AUTO,5600 BLOCK,5621 SARGENT RD NB,8789,
PP21050700000823,5/7/2021,THEFT,600 BLOCK,662 FAIRVIEW AVE,2327,
PP21050700001419,5/7/2021,ACCIDENT WITH IMPOUND,,CHURCH RD / FAIRWOOD PKWY,16440,
PP21050700000642,5/7/2021,ACCIDENT WITH IMPOUND,7700 BLOCK,7700 PINEWOOD DR,15298,
PP21050700002108,5/7/2021,"AUTO, STOLEN",1000 BLOCK,1001 CARRINGTON AVE,15568,
PP21050700001716,5/7/2021,ACCIDENT WITH IMPOUND,,MONUMENT AVE NB / MGM NATIONAL AVE NB,15574,
PP21050700000371,5/7/2021,THEFT FROM AUTO,1500 BLOCK,1512 BRIGHTSEAT RD SB,31451,
PP21050700001643,5/7/2021,ASSAULT,3500 BLOCK,3523 MAYWOOD LN,15577,
PP21050700000402,5/7/2021,THEFT FROM AUTO,6100 BLOCK,6129 ROSE BAY DR,15814,
PP21050700000046,5/7/2021,"AUTO, STOLEN",4100 BLOCK,4111 PENNSYLVANIA AVE EB,15577,
PP21050700001497,5/7/2021,ACCIDENT WITH IMPOUND,,OLD GUNPOWDER RD / GREENCASTLE RD,15996,
PP21050700002019,5/7/2021,ACCIDENT WITH IMPOUND,,BRANCH AVE NB / NB SUITLAND PKY OFRP BRANCH AVE,15577,
PP21050700002133,5/7/2021,"AUTO, STOLEN",5400 BLOCK,5410 MARLBORO PIKE WB,15814,
PP21050700001950,5/7/2021,THEFT FROM AUTO,1800 BLOCK,1851 RITCHIE STATION CT,15814,
PP21050700001089,5/7/2021,THEFT FROM AUTO,8000 BLOCK,8000 WOODYARD RD,15298,
PP21050700001433,5/7/2021,ACCIDENT WITH IMPOUND,8600 BLOCK,8600 OXON HILL RD,15572,
PP21050700000632,5/7/2021,THEFT,6000 BLOCK,6003 OXON HILL RD SB,15574,
PP21050700000959,5/7/2021,THEFT,10200 BLOCK,10250 BALTIMORE AVE SB,15305,
PP21050700001138,5/7/2021,THEFT FROM AUTO,6700 BLOCK,6715 WEST FOREST RD,31451,
PP21050700001307,5/7/2021,THEFT,6800 BLOCK,6800 OXON HILL RD,15574,
PP21050700000356,5/7/2021,ASSAULT,8100 BLOCK,8118 GOOD LUCK RD,15994,
PP21050800000595,5/8/2021,THEFT FROM AUTO,8300 BLOCK,8321 14TH AVE,10889,
PP21050800001220,5/8/2021,ACCIDENT WITH IMPOUND,,BRANDYWINE RD / CRAIN HWY SE,9221,
PP21050800001999,5/8/2021,"AUTO, STOLEN",,EAST NALLEY RD / NALLEY RD,31451,
PP21050800000676,5/8/2021,ACCIDENT WITH IMPOUND,800 BLOCK,860 LARGO CENTER DR,8340,
PP21050800000328,5/8/2021,ACCIDENT WITH IMPOUND,2400 BLOCK,2410 GREELEY PL,31451,
PP21050800000014,5/8/2021,"ASSAULT, WEAPON",5100 BLOCK,5102 INDIAN HEAD HWY NB,15574,
PP21050800001528,5/8/2021,ACCIDENT WITH IMPOUND,,SILVER HILL RD NB / NAVY DAY DR,15577,
PP21050800002201,5/8/2021,"ROBBERY, VEHICLE",2900 BLOCK,2903 TROY PL,15814,
PP21050800001061,5/8/2021,"AUTO, STOLEN & RECOVERED",3200 BLOCK,3216 BRANCH AVE NB,15577,
